table_id,proxy_col,direction,thresh_method,binarize_thresh,n_rows,positive_rate,kept,reason,proxy_quality
z_rate_of_return_tables_licensed_hr_data,PayRate,POSITIVE,otsu,29.15086206896552,75.0,0.5466666666666666,True,,0.9271
z_rate_of_return_tables_licensed_hr_data_1,PayRate,POSITIVE,otsu,29.15086206896552,75.0,0.5466666666666666,False,duplicate,
z_rate_of_return_tables_licensed_pay,pay_rate,POSITIVE,otsu,31.353846153846156,232.0,0.12931034482758622,True,,0.5978
z_rate_of_return_tables_licensed_pay_6,pay_rate,POSITIVE,otsu,31.353846153846156,232.0,0.12931034482758622,False,duplicate,
z_real_time_tables_licensed_exp1_f1232791,income,POSITIVE,otsu,1.2000000000000002,175.0,0.4857142857142857,False,concept_cap,
z_respiratory_rate_tables_licensed_COVID19_state_1,Income,POSITIVE,otsu,53409.5,51.0,0.37254901960784315,False,concept_cap,
z_respiratory_rate_tables_licensed_COVID19_state_9,Income,POSITIVE,otsu,53409.5,51.0,0.37254901960784315,False,concept_cap,
z_running_time_tables_licensed_Table_Skill_File,Payment,POSITIVE,otsu,0.75,135.0,0.9925925925925926,False,extreme_pos_rate,
z_running_time_tables_licensed_text_mining,yearly_total,POSITIVE,otsu,19.75,97.0,0.7010309278350515,False,duplicate,
z_sampling_frequency_tables_licensed_text_mining,yearly_total,POSITIVE,otsu,19.75,97.0,0.7010309278350515,False,duplicate,
z_shiva_tables_licensed_processed_delhi_slum_master,households,,,,,,False,high_cardinality,
z_show_time_tables_licensed_artist_7,Payment,POSITIVE,otsu,4797985.575,100.0,0.52,False,duplicate,
z_show_time_tables_licensed_employees_1,Salary,,,,,,False,high_cardinality,
z_show_time_tables_licensed_exp1_f1232791,income,POSITIVE,otsu,1.2000000000000002,175.0,0.4857142857142857,False,duplicate,
z_speed_of_light_tables_licensed_text_mining,yearly_total,POSITIVE,otsu,19.75,97.0,0.7010309278350515,False,duplicate,
z_then_tables_licensed_playerdata_test,Salary,POSITIVE,otsu,4205.479452054795,769.0,0.5500650195058517,False,concept_cap,
z_then_tables_licensed_playerdata_test_1,Salary,POSITIVE,otsu,4205.479452054795,769.0,0.5500650195058517,False,duplicate,
z_then_tables_licensed_smraposo,income,POSITIVE,otsu,5.15,130.0,0.5230769230769231,False,concept_cap,
z_then_tables_licensed_wpa-workers-doc-9031,income_32,POSITIVE,otsu,441.0,74.0,0.7432432432432432,True,,1.0
z_thing_tables_licensed_Survey%20on%20Alternative%20Credentials,Household Income,POSITIVE,otsu,6.0,382.0,0.4607329842931937,True,,0.1884
z_thing_tables_licensed_soac-2018-10-10,Household Income,POSITIVE,otsu,6.0,381.0,0.45931758530183725,True,,0.1884
z_thing_tables_licensed_soac-2019-11-17,Household Income?,POSITIVE,otsu,4.181818181818182,97.0,0.27835051546391754,True,,0.567
z_thing_tables_licensed_survey-on-alternative-credentials-raw,Household Income,POSITIVE,otsu,6.0,382.0,0.4607329842931937,False,duplicate,
z_whole_tables_licensed_CEO_Salary_2012_1,Compensation,,,,,,False,high_cardinality,
z_whole_tables_licensed_CEO_Salary_2012_2,Compensation,,,,,,False,high_cardinality,
z_whole_tables_licensed_CompiledData-earnings,Earnings,POSITIVE,otsu,1058.75,343.0,0.6268221574344023,False,duplicate,
z_whole_tables_licensed_a3,Income,POSITIVE,otsu,2.5,40.0,0.25,False,concept_cap,
z_whole_tables_licensed_a4,Income,POSITIVE,otsu,1.3333333333333333,38.0,0.6842105263157895,False,concept_cap,
z_whole_tables_licensed_a5,Income,POSITIVE,otsu,2.2,30.0,0.1,False,concept_cap,
z_whole_tables_licensed_b2,Income,POSITIVE,otsu,1.375,34.0,0.5588235294117647,False,concept_cap,
z_whole_tables_licensed_b4,Income,POSITIVE,otsu,1.9999999999999998,30.0,0.8333333333333334,False,concept_cap,
z_whole_tables_licensed_b5,Income,POSITIVE,otsu,2.125,39.0,0.358974358974359,False,concept_cap,
