fraction,seed,method,metric,value
0.25,0,routed,auc,0.7633333333333333
0.25,0,routed,accuracy,0.7402597402597403
0.25,0,oracle,auc,0.8285185185185185
0.25,0,oracle,accuracy,0.7597402597402597
0.25,1,uda,auc,0.7544444444444445
0.25,1,uda,accuracy,0.35064935064935066
0.25,1,uda_cal,auc,0.7544444444444445
0.25,1,uda_cal,accuracy,0.35064935064935066
0.25,1,target_only,auc,0.8148148148148149
0.25,1,target_only,accuracy,0.7532467532467533
0.25,1,target_only_cal,auc,0.8148148148148149
0.25,1,target_only_cal,accuracy,0.7532467532467533
0.25,1,vla,auc,0.8225925925925925
0.25,1,vla,accuracy,0.7597402597402597
0.25,1,vla_st,auc,0.82
0.25,1,vla_st,accuracy,0.7402597402597403
0.25,1,routed,auc,0.8225925925925925
0.25,1,routed,accuracy,0.7597402597402597
0.25,1,oracle,auc,0.8285185185185185
0.25,1,oracle,accuracy,0.7597402597402597
0.25,2,uda,auc,0.7544444444444445
0.25,2,uda,accuracy,0.35064935064935066
0.25,2,uda_cal,auc,0.7544444444444445
0.25,2,uda_cal,accuracy,0.35064935064935066
0.25,2,target_only,auc,0.8179629629629629
0.25,2,target_only,accuracy,0.7467532467532467
0.25,2,target_only_cal,auc,0.8179629629629629
0.25,2,target_only_cal,accuracy,0.7467532467532467
0.25,2,vla,auc,0.8142592592592592
0.25,2,vla,accuracy,0.7207792207792207
0.25,2,vla_st,auc,0.8151851851851851
0.25,2,vla_st,accuracy,0.7532467532467533
0.25,2,routed,auc,0.8142592592592592
0.25,2,routed,accuracy,0.7207792207792207
0.25,2,oracle,auc,0.8285185185185185
0.25,2,oracle,accuracy,0.7597402597402597
0.25,3,uda,auc,0.7544444444444445
0.25,3,uda,accuracy,0.35064935064935066
0.25,3,uda_cal,auc,0.7544444444444445
0.25,3,uda_cal,accuracy,0.35064935064935066
0.25,3,target_only,auc,0.7777777777777777
0.25,3,target_only,accuracy,0.6948051948051948
0.25,3,target_only_cal,auc,0.7777777777777777
0.25,3,target_only_cal,accuracy,0.6948051948051948
0.25,3,vla,auc,0.7625925925925927
0.25,3,vla,accuracy,0.7077922077922078
0.25,3,vla_st,auc,0.7653703703703704
0.25,3,vla_st,accuracy,0.7077922077922078
0.25,3,routed,auc,0.7625925925925927
0.25,3,routed,accuracy,0.7077922077922078
0.25,3,oracle,auc,0.8285185185185185
0.25,3,oracle,accuracy,0.7597402597402597
0.25,4,uda,auc,0.7544444444444445
0.25,4,uda,accuracy,0.35064935064935066
0.25,4,uda_cal,auc,0.7544444444444445
0.25,4,uda_cal,accuracy,0.35064935064935066
0.25,4,target_only,auc,0.7724074074074074
0.25,4,target_only,accuracy,0.7207792207792207
0.25,4,target_only_cal,auc,0.7724074074074074
0.25,4,target_only_cal,accuracy,0.7207792207792207
0.25,4,vla,auc,0.7748148148148148
0.25,4,vla,accuracy,0.7077922077922078
0.25,4,vla_st,auc,0.7588888888888888
0.25,4,vla_st,accuracy,0.7272727272727273
0.25,4,routed,auc,0.7748148148148148
0.25,4,routed,accuracy,0.7077922077922078
0.25,4,oracle,auc,0.8285185185185185
0.25,4,oracle,accuracy,0.7597402597402597
