fraction,seed,method,metric,value
0.1,3,vla_st,auc,0.8932942776441051
0.1,3,vla_st,accuracy,0.81
0.1,3,routed,auc,0.8991526310283503
0.1,3,routed,accuracy,0.8083333333333333
0.1,3,oracle,auc,0.9377840545849752
0.1,3,oracle,accuracy,0.8516666666666667
0.1,4,uda,auc,0.7855772919064058
0.1,4,uda,accuracy,0.5633333333333334
0.1,4,uda_cal,auc,
0.1,4,uda_cal,accuracy,
0.1,4,target_only,auc,0.9182213388197278
0.1,4,target_only,accuracy,0.8266666666666667
0.1,4,target_only_cal,auc,0.9182213388197278
0.1,4,target_only_cal,accuracy,0.8266666666666667
0.1,4,vla,auc,0.9135021097046415
0.1,4,vla,accuracy,0.825
0.1,4,vla_st,auc,0.9163964152456673
0.1,4,vla_st,accuracy,0.83
0.1,4,routed,auc,0.9135021097046415
0.1,4,routed,accuracy,0.825
0.1,4,oracle,auc,0.9377840545849752
0.1,4,oracle,accuracy,0.8516666666666667
0.25,0,uda,auc,0.7855772919064058
0.25,0,uda,accuracy,0.5633333333333334
0.25,0,uda_cal,auc,
0.25,0,uda_cal,accuracy,
0.25,0,target_only,auc,0.926177773128291
0.25,0,target_only,accuracy,0.8533333333333334
0.25,0,target_only_cal,auc,0.926177773128291
0.25,0,target_only_cal,accuracy,0.8533333333333334
0.25,0,vla,auc,0.9276307377573201
0.25,0,vla,accuracy,0.8583333333333333
0.25,0,vla_st,auc,0.9270960467738374
0.25,0,vla_st,accuracy,0.8533333333333334
0.25,0,routed,auc,0.9276307377573201
0.25,0,routed,accuracy,0.8583333333333333
0.25,0,oracle,auc,0.9377840545849752
0.25,0,oracle,accuracy,0.8516666666666667
0.25,1,uda,auc,0.7855772919064058
0.25,1,uda,accuracy,0.5633333333333334
0.25,1,uda_cal,auc,
0.25,1,uda_cal,accuracy,
0.25,1,target_only,auc,0.9229870628029432
0.25,1,target_only,accuracy,0.8366666666666667
0.25,1,target_only_cal,auc,0.9229870628029432
0.25,1,target_only_cal,accuracy,0.8366666666666667
0.25,1,vla,auc,0.9277004800595134
0.25,1,vla,accuracy,0.8383333333333334
0.25,1,vla_st,auc,0.9247887389429392
0.25,1,vla_st,accuracy,0.8366666666666667
0.25,1,routed,auc,0.9277004800595134
0.25,1,routed,accuracy,0.8383333333333334
0.25,1,oracle,auc,0.9377840545849752
0.25,1,oracle,accuracy,0.8516666666666667
0.25,2,uda,auc,0.7855772919064058
0.25,2,uda,accuracy,0.5633333333333334
0.25,2,uda_cal,auc,
0.25,2,uda_cal,accuracy,
0.25,2,target_only,auc,0.9196626797317246
0.25,2,target_only,accuracy,0.8166666666666667
0.25,2,target_only_cal,auc,0.9196626797317246
0.25,2,target_only_cal,accuracy,0.8166666666666667
0.25,2,vla,auc,0.9223303227906219
0.25,2,vla,accuracy,0.8333333333333334
0.25,2,vla_st,auc,0.91883158396392
0.25,2,vla_st,accuracy,0.825
0.25,2,routed,auc,0.9223303227906219
0.25,2,routed,accuracy,0.8333333333333334
0.25,2,oracle,auc,0.9377840545849752
0.25,2,oracle,accuracy,0.8516666666666667
0.25,3,uda,auc,0.7855772919064058
0.25,3,uda,accuracy,0.5633333333333334
0.25,3,uda_cal,auc,
0.25,3,uda_cal,accuracy,
0.25,3,target_only,auc,0.9216677709197847
0.25,3,target_only,accuracy,0.8466666666666667
0.25,3,target_only_cal,auc,0.9216677709197847
0.25,3,target_only_cal,accuracy,0.8466666666666667
0.25,3,vla,auc,0.927229719519708
0.25,3,vla,accuracy,0.8533333333333334
0.25,3,vla_st,auc,0.9221966500447513
0.25,3,vla_st,accuracy,0.8466666666666667
0.25,3,routed,auc,0.927229719519708
0.25,3,routed,accuracy,0.8533333333333334
0.25,3,oracle,auc,0.9377840545849752
0.25,3,oracle,accuracy,0.8516666666666667
0.25,4,uda,auc,0.7855772919064058
0.25,4,uda,accuracy,0.5633333333333334
0.25,4,uda_cal,auc,
0.25,4,uda_cal,accuracy,
0.25,4,target_only,auc,0.9285199521102858
0.25,4,target_only,accuracy,0.8383333333333334
0.25,4,target_only_cal,auc,0.9285199521102858
0.25,4,target_only_cal,accuracy,0.8383333333333334
0.25,4,vla,auc,0.9311701595936348
0.25,4,vla,accuracy,0.8383333333333334
0.25,4,vla_st,auc,0.9322104822680196
0.25,4,vla_st,accuracy,0.8416666666666667
0.25,4,routed,auc,0.9311701595936348
0.25,4,routed,accuracy,0.8383333333333334
0.25,4,oracle,auc,0.9377840545849752
0.25,4,oracle,accuracy,0.8516666666666667
